"2014","3915 Waste, Parings And Scrap, Of Plastics","Nogales, AZ","267,692"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","46,189,036"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","14,578,109"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","3,791,824"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","660,687"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","1,103,004"
"2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","3,224,072"
"2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","74,358,111"
"2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","4,776,084"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","51,972,232"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","39,014,615"
"2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","3,248,972"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","10,765,922"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Washington, DC","61,848"
"2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","6,769,796"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","69,049,897"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","47,448"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","345,010"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","495,245"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","1,551,167"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","4,876,684"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","185,829"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","33,105"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","117,225"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Dallas-Fort Worth, TX","3,157"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","1,764,144"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","160,704"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","266,047"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","118,261"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","193,112"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","3,855,817"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","878,823"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","25,623,856"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","238,909"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,159,233"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","529,045"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","60,207"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","7,266,559"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Nogales, AZ","19,800"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,500,609"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,090,029"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","168,678"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","56,934"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","24,821"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","241,851"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","5,696,851"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","329,149"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","3,093,436"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","3,419,475"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","376,483"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","592,999"
"January 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","669,195"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","67,847,206"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","22,106"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","387,204"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","613,345"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","1,248,934"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","4,053,424"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","144,907"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","18,502"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","182,168"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","1,828,098"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","92,643"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","144,008"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","149,123"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","178,267"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","3,692,067"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","917,612"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","25,894,420"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","237,002"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,118,939"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","616,195"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","32,161"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","8,375,394"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,601,100"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","989,812"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","158,842"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","11,702"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","24,586"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","237,449"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","4,875,843"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","421,862"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","3,145,952"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","3,063,303"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","267,003"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","632,551"
"February 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","470,682"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","78,738,156"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","14,327"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","514,194"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","655,277"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","1,509,842"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","5,364,228"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","84,323"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","25,184"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","142,508"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","2,197,150"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","107,803"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","222,290"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","147,874"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","160,362"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","3,934,398"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","907,839"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","31,680,651"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","280,290"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,010,249"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","494,962"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","49,910"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","9,828,890"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Nogales, AZ","4,075"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,584,591"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,404,873"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","263,641"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","31,794"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","40,192"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","172,614"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","4,931,612"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","369,824"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","4,244,078"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","3,334,917"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","90,808"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","566,112"
"March 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","366,474"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","82,018,901"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","52,224"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","399,244"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","583,254"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","1,824,761"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","6,018,257"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","305,488"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","83,241"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","218,247"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","3,068,096"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","103,180"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","445,191"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","115,403"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","212,322"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","3,564,776"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","1,145,562"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","29,913,652"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","302,464"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,534,197"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","627,310"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","164,592"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","7,894,346"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,559,669"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,089,230"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","796,530"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","90,961"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","99,026"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","192,371"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","4,994,054"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","383,953"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","6,329,950"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","4,032,582"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","433,267"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","874,240"
"April 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","567,261"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","84,158,282"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","52,056"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","812,243"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","617,103"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","2,094,581"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","4,338,249"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","104,954"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","32,436"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","355,384"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","3,335,293"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","186,134"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","148,428"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","98,635"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","117,434"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","4,814,096"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","1,107,380"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","31,360,472"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","290,538"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,115,294"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","540,816"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","103,351"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","9,178,653"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Nogales, AZ","24,759"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,700,235"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,453,405"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","711,468"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","45,473"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","178,370"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","274,239"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","5,947,248"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","421,540"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","5,087,730"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","3,715,279"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","273,131"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","1,043,169"
"May 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","478,706"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","79,258,845"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","18,557"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","498,755"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","518,512"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","2,204,946"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","4,136,969"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","169,414"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","87,054"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","293,324"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","3,118,095"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","176,218"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","293,085"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","205,984"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","114,170"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","4,018,208"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","1,266,701"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","30,752,093"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","335,601"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,265,607"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","256,323"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","182,000"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","8,073,789"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Nogales, AZ","39,967"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","4,329,886"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,165,553"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","175,843"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","100,519"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","174,357"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","161,264"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","6,148,937"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","499,722"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","4,231,157"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","2,843,922"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","195,362"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","806,741"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Washington, DC","11,000"
"June 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","389,210"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","77,599,566"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","11,902"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","581,212"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","749,138"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","2,429,319"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","3,395,741"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","237,414"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","39,415"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","194,299"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","3,031,295"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","167,310"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","465,096"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","120,575"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","110,500"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","5,044,315"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","989,338"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","29,736,411"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","282,730"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","901,249"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Minneapolis, MN","56,210"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","706,094"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","150,106"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","8,145,981"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,672,877"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,098,052"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","233,575"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","61,369"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","237,765"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","230,214"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","5,063,976"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","393,847"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","4,643,204"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Seattle, WA","2,808,097"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","St. Albans, VT","255,226"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Tampa, FL","682,565"
"July 2014","3915 Waste, Parings And Scrap, Of Plastics","Wilmington, NC","673,149"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","All Districts","91,385,574"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Anchorage, AK","21,637"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Baltimore, MD","576,909"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Boston, MA","961,315"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Buffalo, NY","2,224,537"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Charleston, SC","4,817,852"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Chicago, IL","78,236"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Cleveland, OH","19,250"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Columbia-Snake, OR","141,623"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Detroit, MI","3,527,235"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Duluth, MN","181,317"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","El Paso, TX","433,228"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Great Falls, MT","386,218"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Honolulu, HI","147,866"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Houston-Galveston, TX","5,721,546"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Laredo, TX","958,567"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Los Angeles, CA","36,645,435"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Low Value","264,442"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Miami, FL","1,134,524"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Mobile, AL","651,046"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","New Orleans, LA","26,808"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","New York City, NY","8,195,422"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Norfolk, VA","3,760,248"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Ogdensburg, NY","1,370,185"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Pembina, ND","398,887"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Philadelphia, PA","48,785"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Portland, ME","165,211"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","San Diego, CA","267,879"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","San Francisco, CA","6,644,601"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","San Juan, PR","545,614"
"August 2014","3915 Waste, Parings And Scrap, Of Plastics","Savannah, GA","5,520,354"
